product_name,sales,quantity,profit,Cluster,PC1,PC2
"""While you Were Out"" Message Book, One Form per Page",25.228,3,2.5228,0,-0.7246478069172141,0.05959794826713746
"#10 Gummed Flap White Envelopes, 100/Box",41.3,4,4.130000000000001,0,-0.6757961939328178,0.020673788183551468
#10 Self-Seal White Envelopes,108.68200000000002,4,10.868200000000002,0,-0.6548162846688663,0.023743807941235935
"#10 White Business Envelopes,4 1/8 x 9 1/2",379.214,6,37.9214,0,-0.4828891026047533,-0.04324321588574326
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.672,10,28.6672,0,-0.33631288974979434,-0.20608525408001516
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",146.688,8,14.668800000000001,0,-0.46759293764468784,-0.13315027769410057
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",176.288,2,17.628800000000002,0,-0.7214615730715557,0.1061368799832266
#6 3/4 Gummed Flap White Envelopes,71.28,4,7.128,0,-0.6664616879856321,0.022039719624223776
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2706.08,13,270.608,0,0.548531002769744,-0.21482285425503653
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.980000000000004,2,4.998,0,-0.7607885502956094,0.10038210785485982
12 Colored Short Pencils,18.2,3,1.8200000000000003,0,-0.7268360293253803,0.05927774259118535
12-1/2 Diameter Round Wall Clock,551.448,8,82.71719999999999,0,-0.31366973941502024,-0.0751980118436491
14-7/8 x 11 Blue Bar Computer Printout Paper,422.752,4,42.275200000000005,0,-0.5570281498178785,0.03805328384423609
2300 Heavy-Duty Transfer File Systems by Perma,344.724,4,34.4724,0,-0.5813227739021682,0.03449821718470381
"24 Capacity Maxi Data Binder Racks, Pearl",3537.24,18,353.724,0,1.0265564814724801,-0.3752361388071646
24-Hour Round Wall Clock,487.512,6,73.1268,0,-0.42450620548976387,-0.003379145580590884
3-ring staple pack,42.111999999999995,6,4.2112,0,-0.5878484296163675,-0.05860206246724785
3.6 Cubic Foot Counter Height Office Refrigerator,2946.2,15,294.62,0,0.7109891723299939,-0.28319549205712324
36X48 HARDFLOOR CHAIRMAT,369.248,6,55.38719999999999,0,-0.46731165509536704,-0.01724094615901723
"3D Systems Cube Printer, 2nd Generation, Magenta",14299.89,71,3574.9725,1,8.871822678211206,1.0870633907265748
"3D Systems Cube Printer, 2nd Generation, White",2339.982,11,584.9955,0,0.7019911460800564,0.35078377189439824
3M Hangers With Command Adhesive,108.04,8,16.206,0,-0.4741604956783066,-0.12717015273926274
3M Office Air Cleaner,259.8,2,25.980000000000004,0,-0.695459462976113,0.10994180548267365
3M Organizer Strips,83.16,7,8.316,0,-0.5312203449662971,-0.09638828046737054
3M Polarizing Light Filter Sleeves,216.34,4,32.451,0,-0.6103513821989083,0.04414945395150314
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,10,328.75199999999995,0,0.3677043289014358,0.037741804202119124
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36,4,30.336000000000002,0,-0.5942017767040157,0.032613614512523426
4009 Highlighters,8.04,1,0.8039999999999999,0,-0.8176943660765967,0.1381276850662874
4009 Highlighters by Sanford,171.14,8,17.114,0,-0.45997961745053895,-0.13203620979592448
50 Colored Long Pencils,138.176,5,13.8176,0,-0.6017856276943724,-0.014568826732186594
"6"" Cubicle Wall Clock, Black",100.316,3,15.0474,0,-0.696193538594602,0.07020662849698572
9-3/4 Diameter Round Wall Clock,455.07,8,68.2605,0,-0.34855358929400987,-0.08649454008679636
"ACCOHIDE 3-Ring Binder, Blue, 1""",147.028,13,14.702800000000002,0,-0.24824972148500793,-0.3314169031247925
ACCOHIDE Binder by Acco,65.254,4,6.525400000000001,0,-0.6683379299081719,0.021765166493420172
APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,9,120.72,0,-0.09354681527141119,-0.12448826586655391
ARKON Windshield Dashboard Air Vent Car Mount Holder,149.16,3,37.29,0,-0.6634223811149318,0.09730606387514139
AT&T 1070 Corded Phone,1070.304,5,267.576,0,-0.1491187051475016,0.25795962296157376
AT&T 1080 Corded phone,1945.258,10,486.3145,0,0.47533544325760463,0.2876109963687388
AT&T 1080 Phone,1589.084,8,397.271,0,0.22268590229896687,0.274137270379729
AT&T 17929 Lendline Telephone,1339.104,10,334.776,0,0.19460779302463746,0.12970235599609073
AT&T 841000 Phone,1614.6,10,403.65,0,0.3221980501681711,0.2014715743599109
AT&T CL2909,755.9399999999999,5,188.98499999999999,0,-0.2947098701614033,0.17606493642629198
AT&T CL82213,481.234,5,120.3085,0,-0.42193425519375066,0.10450152026107876
AT&T CL83451 4-Handset Telephone,1936.306,10,484.0765,0,0.47118951016983246,0.2852789187966765
AT&T EL51110 DECT,377.97,2,94.4925,0,-0.6013012472583168,0.1965695770914829
AT&T SB67148 SynJ,475.128,3,118.782,0,-0.512457064229883,0.18222369814793568
AT&T TR1909W,1738.662,10,434.6655,0,0.37965479176057576,0.2337908558327899
Aastra 57i VoIP phone,3426.132,16,856.533,0,1.4242563405536566,0.4354536277534516
Aastra 6757i CT Wireless VoIP phone,2929.984,14,732.496,0,1.1067807453023646,0.38551539929886175
Acco 3-Hole Punch,137.53199999999998,9,13.7532,0,-0.42659625848402744,-0.17322386133957055
Acco 6 Outlet Guardian Basic Surge Suppressor,38.272,2,3.8272000000000004,0,-0.7644339270677792,0.09984867472252527
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.456,6,28.945600000000002,0,-0.5108359533321547,-0.047332718028900746
Acco 6 Outlet Guardian Premium Surge Suppressor,432.432,8,43.2432,0,-0.37862432298916315,-0.12013137463928199
Acco 6 Outlet Guardian Standard Surge Suppressor,149.916,5,14.991600000000002,0,-0.5981302874735598,-0.01403393563433827
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",2796.3399999999997,16,279.634,0,0.708176567808439,-0.3296797500664475
"Acco Banker's Clasps, 5 3/4""-Long",40.896,5,4.0896,0,-0.6320745115683625,-0.019001041893914425
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,5,6.603000000000001,0,-0.6242488453750147,-0.01785590110572699
Acco D-Ring Binder w/DublLock,235.18,9,23.518,0,-0.3961927949506455,-0.16877487957443488
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",262.836,9,26.2836,0,-0.3875818844611403,-0.16751483287919694
Acco Economy Flexible Poly Round Ring Binder,8.352,3,0.8352,0,-0.7299022806451896,0.058829053704336116
Acco Expandable Hanging Binders,33.176,3,3.3176,0,-0.7221731353605686,0.059960070451609275
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410.004,10,41.0004,0,-0.2979125132495173,-0.200466072744425
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,6,12.218000000000002,0,-0.5629186356811019,-0.054954050506215574
Acco Glide Clips,19.6,1,1.9600000000000002,0,-0.8140950702543999,0.138654375108121
Acco Hanging Data Binders,41.91,7,4.191,0,-0.5440638529823548,-0.09826768913740827
Acco Hot Clips Clips to Go,67.116,6,6.711600000000001,0,-0.580063239933131,-0.05746284466395997
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.388,7,17.538800000000002,0,-0.5025044405467827,-0.09218624161112224
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.946000000000005,4,6.2946,0,-0.6690565436415309,0.02166001073074267
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,5,6.7250000000000005,0,-0.6238689888955096,-0.017800316170516223
Acco Perma 2700 Stacking Storage Drawers,208.18,4,20.818,0,-0.6238368092608247,0.028277078337633873
Acco Perma 3000 Stacking Storage Drawers,373.444,6,37.3444,0,-0.484685636938151,-0.043506105292437015
Acco Perma 4000 Stacking Storage Drawers,457.968,11,45.7968,0,-0.23913107826153035,-0.23793718794789362
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.817,5,5.9817,0,-0.6261833112005606,-0.01813897422250147
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.626999999999995,8,6.3627,0,-0.49345462538582174,-0.1369346549920886
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.097,11,13.1097,0,-0.3409049039273922,-0.25282989561780655
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,9,9.144,0,-0.4409473608228427,-0.17532387841640396
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.25500000000001,4,8.525500000000001,0,-0.6621104631486767,0.022676440500921373
Acco Side-Punched Conventional Columnar Pads,41.64,4,4.164000000000001,0,-0.6756903322909884,0.02068927906713479
"Acco Six-Outlet Power Strip, 4' Cord Length",299.976,8,29.997600000000002,0,-0.41986552778370717,-0.1261662583919734
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.902,4,44.8902,0,-0.5488861441301232,0.03924471503748419
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.96500000000003,3,45.2965,0,-0.5914685684138328,0.07908625435916017
Acco Suede Grain Vinyl Round Ring Binder,38.641999999999996,8,3.8642000000000003,0,-0.5012338992714266,-0.13807300712835263
Acco Translucent Poly Ring Binders,77.68799999999999,7,7.7688,0,-0.5329240946842091,-0.09663759257021774
Accohide Poly Flexible Ring Binders,43.758,8,4.3758,0,-0.4996409929196653,-0.13783991489184566
"Acme 10"" Easy Grip Assistive Scissors",448.76800000000003,8,44.8768,0,-0.37353798245703423,-0.11938708324452475
Acme Box Cutter Scissors,255.75,5,25.575000000000003,0,-0.5651780492342519,-0.009211988066222539
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.144,3,4.5144,0,-0.7184468055681764,0.060505349553742864
Acme Design Stainless Steel Bent Scissors,88.92,3,8.892000000000001,0,-0.7048168078248808,0.062499846376520375
Acme Elite Stainless Steel Scissors,95.076,5,9.5076,0,-0.6152051475850896,-0.016532524033486675
Acme Forged Steel Scissors with Black Enamel Handles,279.3,8,27.930000000000003,0,-0.4263031610380104,-0.12710828635952975
Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.052,3,19.505200000000002,0,-0.6717717849700873,0.06733537124848273
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",305.79999999999995,5,30.58,0,-0.5495945928414352,-0.006931638879910045
Acme Kleen Earth Office Shears,44.232,5,4.4232000000000005,0,-0.6310358220473548,-0.018849048989108445
Acme Kleencut Forged Steel Scissors,35.587999999999994,3,3.5587999999999997,0,-0.7214221404191207,0.06006996460220635
Acme Office Executive Series Stainless Steel Trimmers,159.402,7,15.9402,0,-0.5074818058593814,-0.09291458650807315
Acme Preferred Stainless Steel Scissors,90.88,4,9.088,0,-0.6603590756919416,0.022932723501381064
Acme Rosewood Handle Letter Opener,43.67,3,4.367,0,-0.7189057469212834,0.060438192017266835
Acme Serrated Blade Letter Opener,7.632,1,0.7632,0,-0.8178214000467919,0.13810909600598742
Acme Softgrip Scissors,166.056,4,16.605600000000003,0,-0.6369524439679378,0.02635784898450246
Acme Stainless Steel Office Snips,81.424,4,8.1424,0,-0.6633032747658772,0.022501894692074975
Acme Tagit Stainless Steel Antibacterial Scissors,196.01999999999998,6,19.602,0,-0.5399279779379333,-0.05158979508329221
Acme Titanium Bonded Scissors,102.0,5,10.200000000000001,0,-0.6130493063850124,-0.016217056745454136
Acme Value Line Scissors,69.35,9,6.935,0,-0.447825253964048,-0.17633033023509814
Acrylic Self-Standing Desk Frames,93.984,8,14.0976,0,-0.4792480404903911,-0.12881766566737574
"Adams ""While You Were Out"" Message Pads",72.848,5,7.284800000000001,0,-0.6221260080985668,-0.017545263328458773
"Adams Phone Message Book, 200 Message Capacity, 8 1/16â x 11â",227.04,8,22.704,0,-0.4425747181027177,-0.12948932628913395
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6â x 11â",94.928,3,9.4928,0,-0.7029461703422026,0.06277357940172248
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.672,7,17.2672,0,-0.5033500882503369,-0.09230998643409977
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.888,10,13.2888,0,-0.38419473306473784,-0.21309187184760509
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,7,22.344,0,-0.48754307697859833,-0.08999692414657312
"Adams Telephone Message Books, 5 1/4â x 11â",80.936,5,8.0936,0,-0.6196077464541091,-0.0171767625448644
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.896,3,4.0896,0,-0.7197694533755027,0.06031180463179571
Adjustable Depth Letter/Legal Cart,7439.860000000001,38,743.9860000000001,1,3.118616960237874,-0.9905556861524424
Adjustable Personal File Tote,270.24800000000005,5,27.024800000000003,0,-0.5606639842835415,-0.008551438565659923
Adtran 1202752G1,1990.6419999999998,11,497.66049999999996,0,0.5402015722549479,0.25977751865218435
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.776,6,105.1776,0,-0.2734816980400065,-0.012600334578157183
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",649.53,4,97.42949999999999,0,-0.45355901330684273,0.09492393640236291
Advantus Map Pennant Flags and Round Head Tacks,87.69,6,8.769,0,-0.5736573651713764,-0.056525463961478624
Advantus Motivational Note Cards,227.94,5,22.794,0,-0.5738369088203503,-0.010479051220495198
Advantus Panel Wall Acrylic Frame,87.52,5,13.127999999999998,0,-0.613130086785714,-0.010606045534994604
Advantus Panel Wall Certificate Holder - 8.5x11,270.84,6,40.626,0,-0.5029302599521975,-0.02877541202624452
Advantus Plastic Paper Clips,225.0,10,22.5,0,-0.35551494614655343,-0.2088951181163441
Advantus Push Pins,54.936,7,5.493600000000001,0,-0.5400081066692114,-0.0976742060504771
"Advantus Push Pins, Aluminum Head",139.44,5,13.943999999999999,0,-0.6013920714729833,-0.014511237094394417
Advantus Rolling Drawer Organizers,1115.92,7,111.59200000000001,0,-0.2096624943320241,-0.04933426596874794
Advantus Rolling Storage Box,428.75,10,42.875,0,-0.29207580049148046,-0.19961197832191524
Advantus SlideClip Paper Clips,46.376000000000005,3,4.637600000000001,0,-0.7180632127954301,0.06056148122602132
Advantus T-Pin Paper Clips,64.042,5,6.4042,0,-0.6248678246219462,-0.01794647721326726
Airmail Envelopes,1359.6660000000002,7,135.96660000000003,0,-0.13377028330458157,-0.03822885152785046
Akro Stacking Bins,91.524,6,9.152400000000002,0,-0.5724636194808659,-0.05635078146836528
Akro-Mils 12-Gallon Tote,113.202,4,11.3202,0,-0.6534089475480764,0.023949745570049752
"Alliance Big Bands Rubber Bands, 12/Pack",9.9,2,0.9900000000000001,0,-0.7732677697206662,0.09855600604891772
Alliance Rubber Bands,13.440000000000001,2,1.344,0,-0.7721655632145609,0.09871729348387366
"Alliance Super-Size Bands, Assorted Sizes",197.61200000000002,4,19.761200000000002,0,-0.6271272381750963,0.027795585226725757
Alphabetical Labels for Top Tab Filing,488.4,8,48.84,0,-0.36119825131297606,-0.11758139295577474
Aluminum Document Frame,244.4,5,36.66,0,-0.5563476429809464,0.00778196159095676
Aluminum Screw Posts,354.032,11,35.4032,0,-0.2714923594532146,-0.24267265993647646
AmazonBasics 3-Button USB Wired Mouse,88.074,5,22.0185,0,-0.6040181529583343,0.002079757723983647
